大分類,中分類,名称,URL,説明,ライセンス,リポジトリ,タグ,アイコン
業務アプリケーション,専門ソフトウェア,Psi4,http://www.psicode.org/,量子化学計算を行うオープンソースの計算化学パッケージ。,,,,
業務アプリケーション,専門ソフトウェア,RED5,https://www.red5pro.com/open-source/,ライブ配信やビデオ会議を構築するメディアストリーミングサーバ。,,,,
業務アプリケーション,チャットツール,element,https://element.io/,Matrixプロトコル上で動作する分散型のセキュアチャットクライアント。,,,,
業務アプリケーション,チャットツール,Mattermost,https://mattermost.com/,自社運用を前提としたSlack代替のチームコラボレーション基盤。,,,,
業務アプリケーション,チャットツール,Rocket.chat,https://rocket.chat/,チャット・音声・ビデオを備えたセルフホスト型コミュニケーション基盤。,,,,
業務アプリケーション,BA・BI,Apache Superset,https://superset.apache.org/,SQLを軸に多様なグラフとダッシュボードを作成するBIプラットフォーム。,,,,
業務アプリケーション,BA・BI,dbt Core,https://docs.getdbt.com/,SQLでデータ変換を定義し、テストと文書化まで行う分析基盤ツール。,,,,
業務アプリケーション,BA・BI,Kibana,https://www.elastic.co/kibana,Elasticsearchのデータを検索・可視化・監視するフロントエンド。,,,,
業務アプリケーション,BA・BI,Metabase,https://www.metabase.com/,SQLを書かなくても分析できる、導入しやすいBIツール。,,,,
業務アプリケーション,BA・BI,Redash,https://redash.io/,多様なデータソースへのクエリ結果を共有・可視化するBIツール。,,,,
業務アプリケーション,ノーコード・ローコード,Budibase,https://budibase.com/,社内向け業務アプリを画面操作で構築するローコード基盤。,,,,
業務アプリケーション,ノーコード・ローコード,iPLAss,https://iplass.org/,Javaベースで業務システムを高速開発する国産ローコード基盤。,,,,
業務アプリケーション,ノーコード・ローコード,NocoBase,https://www.nocobase.com/,データモデル駆動で業務アプリを組み立てるノーコード／ローコード基盤。,,,,
業務アプリケーション,ノーコード・ローコード,Pleasanter,https://pleasanter.org/,画面操作で業務アプリを作成できる国産のノーコード業務改善プラットフォーム。,,,,
AI,機械学習,Apache Spark MLlib,https://spark.apache.org/mllib/,Spark上で分散学習を行う機械学習ライブラリ。,,,,
AI,機械学習,NumPy,https://numpy.org/,多次元配列と数値計算を担うPython科学計算の基盤ライブラリ。,,,,
AI,機械学習,Pandas,https://pandas.pydata.org/,表形式データの加工・集計を効率化するPythonのデータ分析ライブラリ。,,,,
AI,機械学習,PyCaret,https://pycaret.org/,少ないコードで機械学習の一連の工程を自動化するローコードライブラリ。,,,,
AI,機械学習,Scikit-learn,https://scikit-learn.org/stable/,定番アルゴリズムを統一的なAPIで扱えるPython機械学習ライブラリ。,,,,
AI,機械学習,SciPy,https://scipy.org/,最適化・統計・信号処理などを備えたPythonの科学技術計算ライブラリ。,,,,
AI,機械学習,tinygrad,https://tinygrad.org/,極小の実装を志向する軽量なディープラーニングフレームワーク。,,,,
AI,MLOps,MLFlow,https://mlflow.org/,実験管理からモデル登録・デプロイまでを扱う機械学習ライフサイクル基盤。,,,,
AI,LLM Ops,Langfuse,https://langfuse.com/,LLMアプリのトレース・評価・コスト分析を行うLLMOps基盤。,,,,
AI,ディープラーニングフレームワーク,Deeplearning4j,https://deeplearning4j.konduit.ai/,JVM上で動作する分散対応のディープラーニングライブラリ。,,,,
AI,ディープラーニングフレームワーク,JS-PyTorch,https://github.com/eduardoleao052/js-pytorch,PyTorchライクなAPIをJavaScriptで実装した学習用ライブラリ。,,https://github.com/eduardoleao052/js-pytorch,,
AI,ディープラーニングフレームワーク,Keras,https://keras.io/,簡潔な記述で深層学習モデルを構築できる高水準API。,,,,
AI,ディープラーニングフレームワーク,PyTorch,https://pytorch.org/,動的計算グラフで研究から実運用まで広く使われる深層学習フレームワーク。,,,,
AI,ディープラーニングフレームワーク,TensorFlow,https://www.tensorflow.org/,Googleが開発する大規模運用に対応した深層学習フレームワーク。,,,,
AI,ディープラーニングフレームワーク,tinygrad,https://tinygrad.org/,極小の実装を志向する軽量なディープラーニングフレームワーク。,,,,
AI,AIアプリケーション開発基盤,LangChain,https://www.langchain.com/langchain,LLMと外部データ・ツールを連携させてアプリを構築するフレームワーク。,,,,
AI,生成AI,AutoGPT,https://autogpt.net/,LLMに自律的にタスクを分解・実行させる先駆的なAIエージェント。,,,,
AI,生成AI,Awesome-Generative-AI,https://github.com/steven2358/awesome-generative-ai,生成AI関連のプロジェクトや資料を整理したキュレーションリスト。,,https://github.com/steven2358/awesome-generative-ai,,
AI,生成AI,OLMo,https://allenai.org/olmo,学習データや手順まで公開された、完全オープンな大規模言語モデル。,,,,
AI,生成AI,Pythia,https://github.com/EleutherAI/pythia,解釈可能性研究のために学習過程まで公開された言語モデル群。,,https://github.com/EleutherAI/pythia,,
AI,生成AI,T5,https://huggingface.co/docs/transformers/model_doc/t5,あらゆるタスクをテキスト変換として扱うTransformer言語モデル。,,,,
AI,AIエージェント,AutoGPT,https://autogpt.net/,LLMに自律的にタスクを分解・実行させる先駆的なAIエージェント。,,,,
AI,AIエージェント,cline,https://cline.bot/,エディタ上でコードの読解・編集・実行を代行する自律型コーディングエージェント。,,,,
AI,AIエージェント,OLMo,https://allenai.org/olmo,学習データや手順まで公開された、完全オープンな大規模言語モデル。,,,,
AI,AIエージェント,OpenHands,https://www.all-hands.dev/,ソフトウェア開発タスクを自律実行するAI開発者エージェント基盤。,,,,
AI,AIエージェント,Pythia,https://github.com/EleutherAI/pythia?tab=readme-ov-file,解釈可能性研究のために学習過程まで公開された言語モデル群。,,https://github.com/EleutherAI/pythia?tab=readme-ov-file,,
AI,AIエージェント,T5,https://huggingface.co/docs/transformers/model_doc/t5,あらゆるタスクをテキスト変換として扱うTransformer言語モデル。,,,,
AI,AIエージェント,MCP Registory,https://github.com/mcp,Model Context Protocol対応サーバを登録・検索するレジストリ。,,https://github.com/mcp,,
AI,AIエージェント,OPENSPEC,https://github.com/Fission-AI/OpenSpec,AIコーディング作業を仕様駆動で進めるための仕様管理ツール。,,https://github.com/Fission-AI/OpenSpec,,
AI,AIエージェント開発,LangGraph,https://www.langchain.com/langgraph,状態遷移グラフとしてAIエージェントの制御フローを定義するフレームワーク。,,,,
AI,AIエージェント開発基盤,AutoGen,https://github.com/microsoft/autogen,複数のAIエージェントが対話しながら課題を解くマルチエージェント開発基盤。,,https://github.com/microsoft/autogen,,
Webサイト構築,CMS・ポータル,Alfresco,https://www.alfresco.com/jp/,文書管理とワークフローを備えたエンタープライズコンテンツ管理基盤。,,,,
Webサイト構築,CMS・ポータル,Baser CMS,https://basercms.net/,CakePHPを基盤とする日本発のWebサイト制作向けCMS。,,,,
Webサイト構築,CMS・ポータル,BookStack,https://www.bookstackapp.com/,書籍のような階層構造で社内ドキュメントを整理するWikiシステム。,,,,
Webサイト構築,CMS・ポータル,Concrete5,https://concrete5-japan.org/,画面上で直接編集できる直感的な操作性を持つCMS。,,,,
Webサイト構築,CMS・ポータル,Drupal,https://www.drupal.org/,拡張性が高く大規模サイトにも対応するCMSフレームワーク。,,,,
Webサイト構築,CMS・ポータル,Joomla!,http://www.joomla.jp/,拡張機能が豊富で中規模サイトに適したCMS。,,,,
Webサイト構築,CMS・ポータル,Liferay Portal,https://www.liferay.co.jp/,業務ポータルの構築に用いられるJavaベースのポータル基盤。,,,,
Webサイト構築,CMS・ポータル,MediaWiki,https://www.mediawiki.org/wiki/MediaWiki,Wikipediaを支える大規模運用実績のあるWikiエンジン。,,,,
Webサイト構築,CMS・ポータル,Plone,http://plone.jp/,強固な権限管理とワークフローを備えたPython製CMS。,,,,
Webサイト構築,CMS・ポータル,SHIRASAGI,https://www.ss-proj.org/,自治体サイトでの採用が多い、アクセシビリティ重視の国産CMS。,,,,
Webサイト構築,CMS・ポータル,strapi,https://strapi.io/,APIファーストで設計されたヘッドレスCMS。,,,,
Webサイト構築,CMS・ポータル,TYPO3 CMS,https://typo3.org/,多言語・大規模サイト運用に強いエンタープライズCMS。,,,,
Webサイト構築,CMS・ポータル,Umbraco CMS,https://umbraco.com/,.NET基盤で編集者の使いやすさを重視したCMS。,,,,
Webサイト構築,CMS・ポータル,WordPress,https://ja.wordpress.org/,世界で最も広く使われているブログ／サイト構築CMS。,,,,
Webサイト構築,CMS・ポータル,Xwiki,https://www.xwiki.org/xwiki/bin/view/Main/WebHome,構造化データとアプリ化に強い拡張性の高いエンタープライズWiki。,,,,
Webサイト構築,eコマース,EC-CUBE,https://www.ec-cube.net/,日本の商習慣に対応した国産のECサイト構築パッケージ。,,,,
Webサイト構築,eコマース,Magento,https://github.com/magento,拡張性と多機能さを備えた大規模向けEコマース基盤（Adobe Commerce）。,,https://github.com/magento,,
Webサイト構築,eコマース,PrestaShop,https://www.prestashop-project.org/,導入が容易で多言語・多通貨に対応するECプラットフォーム。,,,,
Webサイト構築,eコマース,WooCommerce,https://woo.com/,WordPressにEC機能を追加する定番プラグイン。,,,,
Webサイト構築,eコマース,Zen Cart,https://www.zen-cart.com/,カスタマイズ性の高い老舗のショッピングカートシステム。,,,,
Webサイト構築,LMS,Moodle,https://moodle.org/,世界的に普及しているオープンソースの学習管理システム（LMS）。,,,,
Web・AP サーバー,Webサーバー,Apache HTTP Server,http://httpd.apache.org/,モジュール構成で長年の実績を持つ定番Webサーバ。,,,,
Web・AP サーバー,Webサーバー,Nginx,http://nginx.org/,高い同時接続性能を持つWebサーバ兼リバースプロキシ。,,,,
Web・AP サーバー,Webサーバー,OpenLiteSpeed Web Server,https://www.litespeedtech.com/open-source/openlitespeed,高速なイベント駆動アーキテクチャを採るWebサーバ。,,,,
Web・AP サーバー,APサーバー,Apache Tomcat,http://tomcat.apache.org/,ServletとJSPを実行するJavaのWebアプリケーションコンテナ。,,,,
Web・AP サーバー,APサーバー,Deno,https://deno.com/,セキュアな既定設定とTypeScript標準対応を特徴とするJavaScriptランタイム。,,,,
Web・AP サーバー,APサーバー,Gunicorn,https://gunicorn.org/,PythonのWSGIアプリを動かす軽量なHTTPサーバ。,,,,
Web・AP サーバー,APサーバー,Jetty,http://www.eclipse.org/jetty/,組み込み用途にも適した軽量なJava Webサーバ／サーブレットコンテナ。,,,,
Web・AP サーバー,APサーバー,OpenLiberty,https://openliberty.io/,軽量起動とクラウド適性を備えたJakarta EE対応アプリケーションサーバ。,,,,
Web・AP サーバー,APサーバー,Payara,https://www.payara.fish/,GlassFishから派生した実運用向けJakarta EEアプリケーションサーバ。,,,,
Web・AP サーバー,APサーバー,Puma,https://github.com/puma/puma,Rubyアプリ向けのマルチスレッド対応HTTPサーバ。,,https://github.com/puma/puma,,
Web・AP サーバー,APサーバー,Unicorn,https://yhbt.net/unicorn/,プロセス並列で堅牢に動作するRuby向けHTTPサーバ。,,,,
Web・AP サーバー,APサーバー,WildFly,https://wildfly.org/,Jakarta EEに完全準拠する高機能なJavaアプリケーションサーバ。,,,,
Web・AP サーバー,EAI・ESB,Apache Camel,https://camel.apache.org/,多数のプロトコル間の連携を統合パターンで記述するEAIフレームワーク。,,,,
Web・AP サーバー,EAI・ESB,Spring Batch,https://docs.spring.io/spring-batch/,大量データのバッチ処理を体系的に構築するJavaフレームワーク。,,,,
IoT,IoT,Espruino,https://www.espruino.com/,マイコン上でJavaScriptを実行するIoT向けファームウェア。,,,,
IoT,IoT,MicroPython,https://micropython.org/,マイコン向けに最適化されたPython 3実装。,,,,
IoT,IoT,Mosquitto,https://mosquitto.org/,軽量で広く使われているMQTTメッセージブローカ。,,,,
IoT,IoT,mruby,https://mruby.org/,組み込み機器への搭載を想定した軽量なRuby実装。,,,,
IoT,IoT,NanoMQ,https://github.com/nanomq/nanomq,エッジ／IoT向けに設計された超軽量MQTTブローカ。,,https://github.com/nanomq/nanomq,,
IoT,IoT,Node-RED,https://nodered.org/,ノードを線でつないでIoTの処理フローを組むビジュアル開発ツール。,,,,
IoT,IoT,ThingsBoard,https://thingsboard.io/,デバイス管理・可視化・ルールエンジンを備えたIoTプラットフォーム。,,,,
運用管理,運用監視,Alertmanager,https://github.com/prometheus/alertmanager,Prometheusのアラートを集約・重複排除して通知するコンポーネント。,,https://github.com/prometheus/alertmanager,,
運用管理,運用監視,Elastic APM,https://www.elastic.co/jp/observability/application-performance-monitoring,アプリケーション性能を追跡するElastic Stackの監視コンポーネント。,,,,
運用管理,運用監視,Graphite,https://graphiteapp.org/,時系列メトリクスの保存とグラフ描画を行う監視基盤。,,,,
運用管理,運用監視,Hinemos,https://www.hinemos.info/,監視とジョブ運用を一体で提供する国産の統合運用管理ソフト。,,,,
運用管理,運用監視,Icinga2,https://icinga.com/docs/icinga-2/latest/doc/01-about/,Nagios互換の設計を持つスケーラブルな監視システム。,,,,
運用管理,運用監視,Monit,https://mmonit.com/monit/,プロセスやファイルを監視し自動復旧を行う軽量な監視ツール。,,,,
運用管理,運用監視,Munin,https://munin-monitoring.org/,リソース推移のグラフ化に特化した導入容易な監視ツール。,,,,
運用管理,運用監視,Nagios,https://www.nagios.org/,長い実績を持つホスト／サービス監視の代表的ソフトウェア。,,,,
運用管理,運用監視,OpenNMS,https://www.opennms.com/,大規模ネットワークに対応したエンタープライズ監視プラットフォーム。,,,,
運用管理,運用監視,Pandora FMS,https://pandorafms.com/ja/,インフラからアプリまで幅広く監視する統合監視システム。,,,,
運用管理,運用監視,Prometheus,https://prometheus.io/,プル型のメトリクス収集とアラートを行うクラウドネイティブ監視基盤。,,,,
運用管理,運用監視,RRDTool,https://oss.oetiker.ch/rrdtool/,時系列データを固定サイズで保存しグラフ化する定番ツール。,,,,
運用管理,運用監視,Sensu Go,https://docs.sensu.io/sensu-go/latest/,動的な環境に適した可観測性パイプライン型の監視基盤。,,,,
運用管理,運用監視,SNMP Trap Translator,http://snmptt.sourceforge.net/,SNMPトラップを解釈して通知や処理へ変換するツール。,,,,
運用管理,運用監視,VictoriaMetrics,https://victoriametrics.com/,高い圧縮率と性能を持つ時系列データベース／監視基盤。,,,,
運用管理,運用監視,Zabbix,https://www.zabbix.com/,エージェント監視から自動検出まで備えた統合監視ソフトウェア。,,,,
運用管理,ワークフロー・スケジューラ,Activiti,https://github.com/Activiti/Activiti,BPMN 2.0に準拠した軽量なJava製ワークフローエンジン。,,https://github.com/Activiti/Activiti,,
運用管理,ワークフロー・スケジューラ,Apache Airflow,https://airflow.apache.org/,Pythonでデータパイプラインを定義・スケジュール実行するワークフロー基盤。,,,,
運用管理,ワークフロー・スケジューラ,Rundeck,https://github.com/rundeck/rundeck,運用手順をジョブ化してセルフサービス実行できる運用自動化基盤。,,https://github.com/rundeck/rundeck,,
運用管理,構成管理,Ansible,https://www.ansible.com/,エージェントレスでサーバ構成を宣言的に自動化する構成管理ツール。,,,,
運用管理,構成管理,Argo Workflows,https://argoproj.github.io/,Kubernetes上でジョブをDAGとして並列実行するワークフローエンジン。,,,,
運用管理,構成管理,Chef,https://www.chef.io/,Rubyで構成を記述するサーバ構成管理・自動化ツール。,,,,
運用管理,構成管理,CloudFoundry BOSH,https://bosh.io/docs/,分散システムのデプロイとライフサイクル管理を行うリリースエンジニアリング基盤。,,,,
運用管理,構成管理,CMDBuild,https://www.cmdbuild.org/en,IT資産と構成情報を管理する構成管理データベース（CMDB）。,,,,
運用管理,構成管理,Cobbler,http://cobbler.github.io/,OSの自動インストールとプロビジョニングを行うシステム。,,,,
運用管理,構成管理,Open-AudIT,https://www.open-audit.org/,ネットワーク上の機器とソフトウェアを自動棚卸しするIT資産管理ツール。,,,,
運用管理,構成管理,OpenTofu,https://opentofu.org/,Terraformから派生した、コードでインフラを定義するIaCツール。,,,,
運用管理,構成管理,oVirt,https://www.ovirt.org/,KVMベースの仮想化基盤を集中管理する仮想化管理プラットフォーム。,,,,
運用管理,構成管理,Pulmi,https://www.pulumi.com/,汎用プログラミング言語でインフラを定義するIaCツール（Pulumi）。,,,,
運用管理,構成管理,Puppet,https://puppet.com/,宣言的なマニフェストでシステム構成を維持する構成管理ツール。,,,,
運用管理,構成管理,Rudder,https://github.com/Normation/rudder,構成管理と継続的な設定監査を組み合わせたIT自動化基盤。,,https://github.com/Normation/rudder,,
運用管理,HAクラスタ,Apache Zookeeper,https://zookeeper.apache.org/,分散システムの設定共有と協調動作を担う分散コーディネーションサービス。,,,,
運用管理,HAクラスタ,corosync,http://corosync.github.io/corosync/,クラスタノード間の通信とメンバーシップを管理するクラスタエンジン。,,,,
運用管理,HAクラスタ,DRBD,https://www.linbit.com/drbd/,ネットワーク越しにブロックデバイスをミラーリングする分散複製ストレージ。,,,,
運用管理,HAクラスタ,Pacemaker,https://clusterlabs.org/pacemaker/,サービスの監視とフェイルオーバーを行うクラスタリソースマネージャ。,,,,
運用管理,分散トレーシング,Grafana Tempo,https://github.com/grafana/tempo,大規模分散トレースを低コストで保存・検索するトレーシングバックエンド。,,https://github.com/grafana/tempo,,
運用管理,分散トレーシング,Jaeger,https://www.jaegertracing.io/,マイクロサービス間の呼び出しを追跡する分散トレーシング基盤。,,,,
運用管理,分散トレーシング,OpenTelemetry,https://opentelemetry.io/,トレース・メトリクス・ログの計装を標準化する可観測性フレームワーク。,,,,
運用管理,分散トレーシング,Zipkin,https://zipkin.io/,分散システムの遅延問題を可視化するトレーシングシステム。,,,,
運用管理,負荷分散,HAProxy,http://www.haproxy.org/,高速かつ高信頼なTCP/HTTPロードバランサ兼プロキシ。,,,,
運用管理,負荷分散,VyOS,https://www.vyos.io/,ルーティングやVPNを担うネットワークOSディストリビューション。,,,,
運用管理,ネットワーク・モニタリング,CACTI,https://www.cacti.net/,RRDToolを基盤にネットワーク機器のトラフィックをグラフ化するツール。,,,,
運用管理,ネットワーク・モニタリング,collectd,https://collectd.org/,システムやアプリの統計情報を定期収集する軽量デーモン。,,,,
運用管理,ネットワーク・モニタリング,MRTG,https://oss.oetiker.ch/mrtg/,SNMPでトラフィック量を収集しグラフ化する定番ツール。,,,,
運用管理,ネットワーク・モニタリング,OpenNMS,https://www.opennms.com/,大規模ネットワークに対応したエンタープライズ監視プラットフォーム。,,,,
運用管理,ネットワーク・モニタリング,Wireshark,https://www.wireshark.org/,パケットを捕捉し詳細に解析するネットワークプロトコルアナライザ。,,,,
運用管理,ストレージ・バックアップ,Bacula,https://www.bacula.org/,エンタープライズ向けのネットワークバックアップ・リストア基盤。,,,,
運用管理,ストレージ・バックアップ,rdiff-backup,https://rdiff-backup.net/,差分を保持しながら増分バックアップを行うツール。,,,,
運用管理,ログ収集,Fluentd,https://www.fluentd.org/,多様な入力からログを収集し統一的に転送する統合ログ収集基盤。,,,,
運用管理,ログ収集,Grafana Loki,https://grafana.com/oss/loki/,ラベル指向で低コストに運用できるログ集約システム。,,,,
運用管理,ログ収集,Logstash,https://www.elastic.co/jp/logstash/,ログの収集・加工・転送を担うElastic Stackのパイプライン。,,,,
運用管理,ログ収集,Logwatch,https://ja.osdn.net/projects/sfnet_logwatch/,システムログを要約してレポートするログ解析ツール。,,,,
運用管理,ログ収集,rsyslog,https://www.rsyslog.com/,高性能かつ柔軟な転送設定を備えたsyslogデーモン。,,,,
ファイルサーバ、メールサーバなど,DNS・DHCP,BIND,https://www.isc.org/bind/,インターネットで最も広く使われているDNSサーバ実装。,,,,
ファイルサーバ、メールサーバなど,DNS・DHCP,CoreDNS,https://coredns.io/,プラグイン構成で拡張するKubernetes標準のDNSサーバ。,,,,
ファイルサーバ、メールサーバなど,DNS・DHCP,Kea DHCP,https://www.isc.org/kea/,ISCが開発するモジュール式の次世代DHCPサーバ。,,,,
ファイルサーバ、メールサーバなど,DNS・DHCP,KnotDNS,https://www.knot-dns.cz/,高性能を重視した権威DNSサーバ。,,,,
ファイルサーバ、メールサーバなど,DNS・DHCP,NSD,https://www.nlnetlabs.nl/projects/nsd/about/,セキュリティと安定性を重視した権威専用DNSサーバ。,,,,
ファイルサーバ、メールサーバなど,DNS・DHCP,PowerDNS,https://www.powerdns.com/,データベース連携に強い権威DNS／リゾルバ実装。,,,,
ファイルサーバ、メールサーバなど,DNS・DHCP,Unbound,https://www.nlnetlabs.nl/projects/unbound/about/,検証機能を備えた軽量なキャッシュDNSリゾルバ。,,,,
ファイルサーバ、メールサーバなど,システムデーモン,Chrony,https://chrony.tuxfamily.org/,断続的な接続環境にも強い高精度なNTP実装。,,,,
ファイルサーバ、メールサーバなど,POP・IMAP・MTA,Courier-IMAP,http://www.courier-mta.org/imap/,Maildir形式に対応した軽量なIMAP/POP3サーバ。,,,,
ファイルサーバ、メールサーバなど,POP・IMAP・MTA,Dovecot,http://www.dovecot.org/,セキュリティと性能を重視した定番のIMAP/POP3サーバ。,,,,
ファイルサーバ、メールサーバなど,POP・IMAP・MTA,Exim,http://www.exim.org/,柔軟な設定記述が可能なメール転送エージェント（MTA）。,,,,
ファイルサーバ、メールサーバなど,POP・IMAP・MTA,MailMan,https://list.org/,メーリングリストの運営を担う管理システム。,,,,
ファイルサーバ、メールサーバなど,POP・IMAP・MTA,Postfix,http://www.postfix-jp.info/,安全性と扱いやすさを重視した広く使われるMTA。,,,,
ファイルサーバ、メールサーバなど,Webメール,Roundcube,https://roundcube.net/,デスクトップアプリ風の操作性を持つWebメールクライアント。,,,,
ファイルサーバ、メールサーバなど,FTPサーバ,Filezilla,https://filezilla-project.org/,GUIで扱いやすい定番のFTP／SFTPクライアント（サーバ版もあり）。,,,,
ファイルサーバ、メールサーバなど,FTPサーバ,MinimalFTP,https://github.com/Guichaguri/MinimalFTP,組み込みやテスト用途に適した軽量Java製FTPサーバ。,,https://github.com/Guichaguri/MinimalFTP,,
ファイルサーバ、メールサーバなど,FTPサーバ,ProFTPD,http://www.proftpd.org/,Apache風の設定記述を持つ高機能なFTPサーバ。,,,,
ファイルサーバ、メールサーバなど,FTPサーバ,Vsftpd,https://security.appspot.com/vsftpd.html,セキュリティを最優先に設計された軽量FTPサーバ。,,,,
ファイルサーバ、メールサーバなど,ファイルサーバ,NextCloud,https://nextcloud.com/,ファイル共有に加え連携アプリを備えたセルフホスト型クラウド基盤。,,,,
ファイルサーバ、メールサーバなど,ファイルサーバ,ownCloud,https://owncloud.org/,自社運用のファイル同期・共有を実現するプラットフォーム。,,,,
ファイルサーバ、メールサーバなど,ファイルサーバ,Peergos,https://peergos.org/,エンドツーエンド暗号化を前提とした分散型ストレージ／SNS基盤。,,,,
ファイルサーバ、メールサーバなど,ファイルサーバ,Samba,https://www.samba.org/,Windowsとのファイル・プリンタ共有を実現するSMB実装。,,,,
ファイルサーバ、メールサーバなど,ファイルサーバ,TrueNAS CORE,https://www.truenas.com/,ZFSを基盤とするNAS専用のストレージOS。,,,,
ブロックチェーン,ブロックチェーン,Bitcoin Core,https://bitcoin.org/ja/,Bitcoinネットワークの参照実装となるフルノードソフトウェア。,,,,
ブロックチェーン,ブロックチェーン,Chainlink,https://chain.link/,外部データをブロックチェーンへ橋渡しする分散オラクルネットワーク。,,,,
ブロックチェーン,ブロックチェーン,Ethereum,https://ethereum.org/,スマートコントラクトを実行する代表的なブロックチェーン基盤。,,,,
ブロックチェーン,ブロックチェーン,ethers.js,https://docs.ethers.org/v6/,Ethereumとのやり取りを行う軽量なJavaScriptライブラリ。,,,,
ブロックチェーン,ブロックチェーン,Hardhat,https://hardhat.org/docs/getting-started,スマートコントラクトの開発・テスト・デプロイを支える開発環境。,,,,
ブロックチェーン,ブロックチェーン,Hyperledger Fabric,https://www.hyperledger.org/projects/fabric,許可型（パーミッションド）の企業向け分散台帳フレームワーク。,,,,
ブロックチェーン,ブロックチェーン,IPFS,https://docs.ipfs.tech/,コンテンツ指向アドレスで分散配信を行うP2P分散ファイルシステム。,,,,
ブロックチェーン,ブロックチェーン,Move,https://aptos.dev/network/blockchain/move,デジタル資産の安全な取り扱いを重視したスマートコントラクト言語。,,,,
ブロックチェーン,ブロックチェーン,Openzeppelin,https://www.openzeppelin.com/,監査済みのスマートコントラクト実装を提供するライブラリ群。,,,,
ブロックチェーン,ブロックチェーン,Solidity,https://solidity-jp.readthedocs.io/ja/latest/,Ethereum向けスマートコントラクトを記述する主要言語。,,,,
ブロックチェーン,ブロックチェーン,Substrate,https://web3-technology-stack.readthedocs.io/en/latest/layer_1/protocols/substrate/,独自ブロックチェーンを構築するためのモジュール式フレームワーク。,,,,
ブロックチェーン,ブロックチェーン,TRUFFLE,https://archive.trufflesuite.com/,スマートコントラクト開発を支援した統合開発フレームワーク。,,,,
ブロックチェーン,ブロックチェーン,Web3.js,https://github.com/web3/web3.js?tab=readme-ov-file,ブラウザやNode.jsからEthereumノードを操作するJavaScriptライブラリ。,,https://github.com/web3/web3.js?tab=readme-ov-file,,
OS、仮想化、クラウド,OS,AlmaLinux,https://almalinux.org/,RHELとバイナリ互換を目指すコミュニティ主導のLinuxディストリビューション。,,,,
OS、仮想化、クラウド,OS,Android,https://www.android.com/intl/ja_jp/,Linuxカーネルを基盤とするモバイル向けOSプラットフォーム。,,,,
OS、仮想化、クラウド,OS,Automotive Grade Linux (AGL),https://www.automotivelinux.org/,車載情報システム向けに標準化されたLinuxプラットフォーム。,,,,
OS、仮想化、クラウド,OS,Debian,http://www.debian.or.jp/,厳格な自由ソフトウェア方針と豊富なパッケージを持つLinuxディストリビューション。,,,,
OS、仮想化、クラウド,OS,Fedora CoreOS,https://getfedora.org/en/coreos?stream=stable,コンテナ実行に特化した自動更新型の最小Linux OS。,,,,
OS、仮想化、クラウド,OS,FreeBSD,https://www.freebsd.org/,一貫した設計と安定性で知られるUNIX系オペレーティングシステム。,,,,
OS、仮想化、クラウド,OS,FreeRTOS,https://www.freertos.org/,マイコン向けに広く使われるリアルタイムOSカーネル。,,,,
OS、仮想化、クラウド,OS,openSUSE,https://ja.opensuse.org/,YaSTによる管理機能を備えたLinuxディストリビューション。,,,,
OS、仮想化、クラウド,OS,Rocky Linux,https://rockylinux.org/ja/,RHEL互換を掲げるコミュニティ運営のエンタープライズLinux。,,,,
OS、仮想化、クラウド,OS,Ubuntu,https://www.ubuntulinux.jp/,デスクトップからサーバまで幅広く使われるLinuxディストリビューション。,,,,
OS、仮想化、クラウド,ネットワーク仮想化,Calico,https://projectcalico.docs.tigera.io/,高性能なネットワークとネットワークポリシーを提供するCNIプラグイン。,,,,
OS、仮想化、クラウド,ネットワーク仮想化,Cilium,https://cilium.io/,eBPFを活用した高性能なコンテナネットワーキング／セキュリティ基盤。,,,,
OS、仮想化、クラウド,ネットワーク仮想化,FD.io VPP,https://wiki.fd.io/view/VPP,高速パケット処理を実現するベクトルパケット処理フレームワーク。,,,,
OS、仮想化、クラウド,ネットワーク仮想化,Flannel,https://github.com/flannel-io/flannel,シンプルな構成のKubernetes向けオーバーレイネットワーク。,,https://github.com/flannel-io/flannel,,
OS、仮想化、クラウド,ネットワーク仮想化,ONOS,https://opennetworking.org/onos/,通信事業者向けに設計された分散SDNコントローラ。,,,,
OS、仮想化、クラウド,ネットワーク仮想化,Open vSwitch,https://www.openvswitch.org/,仮想環境向けの多層仮想スイッチ実装。,,,,
OS、仮想化、クラウド,ネットワーク仮想化,OpenDaylight,https://www.opendaylight.org/,モジュール構成のオープンなSDNコントローラプラットフォーム。,,,,
OS、仮想化、クラウド,Infrastructure as a Service,Apache CloudStack,https://cloudstack.apache.org/,IaaSクラウドを構築・運用するための統合管理プラットフォーム。,,,,
OS、仮想化、クラウド,Infrastructure as a Service,ManageIQ,https://www.manageiq.org/,ハイブリッドITインフラを横断管理するクラウド管理プラットフォーム。,,,,
OS、仮想化、クラウド,Infrastructure as a Service,oVirt,https://www.ovirt.org/,KVMベースの仮想化基盤を集中管理する仮想化管理プラットフォーム。,,,,
OS、仮想化、クラウド,Infrastructure as a Service,OpenStack,https://www.openstack.org/,計算・ストレージ・ネットワークを統合するプライベートクラウド基盤。,,,,
OS、仮想化、クラウド,サーバ仮想化,Firecracker,https://firecracker-microvm.github.io/,サーバレス向けに設計された高速・軽量なマイクロVMモニタ。,,,,
